0.114286	1	-1	-0.0750605	0.265084	-0.405846	0.571429	-0.829268	-1	-0.737288	-0.474836	-0.855319	-0.425532	-0.771429	-0.553623	-1	-0.0104167	0.183673	0.207018	0.207877	0.232704	0.0322581	-0.673203	-0.650986	-0.494705	-0.432836	0.0461538	-0.22973	0.100616	0.520176	-1	-1	-0.696043	0.801147	0.458065	0.540881	-0.466667	-0.886179	-0.94709	-0.904865	-0.971154	-0.892405	-0.751309	0.648649	-0.181818	-0.142857	-0.251462	-0.0635838	-0.556938	-0.871	-0.0938776	-0.214008	-0.702624	-0.280519	-0.454023	-0.674419	-0.999959	-0.987976	-1	-0.241379	-1	-0.594338	-0.353539	-0.702296	-0.897436	0.290206	-0.310708	-0.93438	1
0.114286	1	-1	-0.0992736	0.276846	-0.288919	0.278912	-0.591463	-0.925926	-0.313559	-0.492341	-0.608511	-0.415712	-0.337143	-0.484058	-0.846154	0.0260417	0.265306	0.277193	0.190372	0.295597	0.258065	-0.738562	-0.693475	-0.370651	-0.373134	-0.261538	-0.513514	-0.305955	0.687454	-1	-1	-0.696043	0.613767	0.264516	0.421384	-0.6	-0.910569	-0.925926	-0.907027	-0.977564	-0.879747	0.235602	0.250965	-0.272727	-0.142857	-0.239766	0.323699	-0.52458	-0.834564	-0.159184	-0.14786	-0.848397	-0.207792	-0.445402	-0.837209	-0.913799	-0.786486	-0.994442	-0.293237	-0.596944	-0.65864	-0.353539	-0.715284	-0.948718	0.290206	-0.310708	-0.928834	1
0.0857143	1	-1	-0.128329	0.457623	-0.343304	0.527211	-0.621951	-0.851852	-0.491525	-0.702407	-0.659574	-0.381342	-0.531429	-0.704348	-0.846154	-0.296875	-0.142857	-0.214035	0.0940919	0.27044	0.451613	-0.738562	-0.732929	-0.491679	-0.492537	-0.230769	-0.445946	-0.26078	0.683052	-1	-1	-0.696043	0.460803	0.148387	0.283019	-0.6	-0.943089	-0.94709	-0.907027	-0.974359	-0.78481	0.332461	0.181467	-0.181818	-0.0714286	0.0760234	-0.427746	-0.585563	-0.828656	-0.289796	-0.2607	-0.790087	-0.38961	-0.617816	-0.697674	-0.999939	-0.98998	-1	-0.241379	-1	-0.898104	-0.353539	-0.797882	-0.935897	0.290206	-0.310708	-0.928834	1
0.0857143	1	-1	-0.142857	0.314746	-0.290279	0.877551	-0.878049	-1	-0.822034	-0.789934	-0.880851	-0.219313	-0.805714	-0.756522	-1	-0.177083	0.0204082	-0.045614	0.137856	0.295597	0.387097	-0.751634	-0.711684	-0.555219	-0.522388	-0.107692	-0.297297	-0.112936	0.570066	-1	-1	-0.696043	0.544933	0.309677	0.264151	-0.466667	-0.926829	-0.936508	-0.87027	-0.974359	-0.702532	0.240838	0.428571	-0.363636	-0.214286	-0.345029	0.144509	-0.554449	-0.806992	-0.191837	-0.175097	-0.731778	-0.384416	-0.583333	-0.651163	-0.999939	-0.993988	-1	-0.172414	-1	-0.706866	-0.214154	-0.734093	-0.910256	0.880295	-0.726699	-0.977732	1
0.4	-1	1	-0.77724	0.45807	-0.192386	0.0986395	-0.878049	-1	-0.525424	0.059081	-0.87234	-0.402619	-0.474286	0.136232	-1	0.00520833	0.244898	0.22807	0.212254	0.295597	0.225806	-0.803922	-0.732929	-0.295008	-0.253731	-0.138462	-0.256757	-0.125257	-0.00513573	-1	-1	-0.696043	0.32696	0.329032	-0.113208	-0.2	-0.894309	-0.936508	-0.900541	-0.955128	0.139241	0.102094	0.173745	-0.0909091	0.214286	-0.274854	-0.156069	-0.361543	-0.323486	-0.330612	-0.198444	-0.714286	-0.106494	-0.267241	-0.767442	-0.999939	0.130261	-1	-0.172414	-1	-0.858524	-0.353539	-0.683969	-0.871795	0.290206	-0.310708	-0.92443	1
0.371429	-1	1	-0.830508	0.457623	-0.162475	0.129252	-0.835366	-0.62963	-0.610169	0.0109409	-0.821277	-0.369885	-0.542857	0.124638	-0.384615	0.0625	0.22449	0.340351	0.269147	0.157233	-0.290323	-0.594771	-0.550835	-0.155825	-0.0746269	-0.0769231	-0.22973	-0.0677618	-0.304475	-1	-1	-0.696043	0.468451	0.632258	-0.176101	0.0666667	-0.894309	-0.89418	-0.924324	-0.942308	-0.240506	-0.162304	0.127413	0.454545	0.5	-0.00584795	0.017341	-0.487243	-0.695716	-0.2	-0.194553	-0.673469	-0.0571429	-0.192529	-0.744186	-0.913799	-0.786486	-0.994442	-0.293237	-0.596944	-0.931792	-0.353539	-0.715284	-0.679487	0.290206	-0.310708	-0.928834	1
0.342857	-1	1	-0.878935	0.492485	-0.204623	-0.0340136	-0.823171	-0.925926	-0.474576	0.159737	-0.812766	-0.461538	-0.428571	0.223188	-0.846154	-0.234375	-0.102041	-0.178947	0.0284464	0.207547	0.451613	-0.777778	-0.787557	-0.364599	-0.313433	-0.0153846	-0.283784	0.0308008	-0.292737	-1	-1	-0.696043	0.254302	0.283871	-0.188679	-0.2	-0.861789	-0.925926	-0.948108	-0.955128	0.449367	-0.164921	0	-0.363636	-0.0714286	-0.415205	-0.0693642	-0.45364	-0.223043	-0.395918	-0.241245	-0.364431	-0.407792	-0.428161	-0.348837	-0.999939	-0.126253	-1	-0.103448	-1	-0.847509	-0.307834	-0.704951	-0.679487	0.880295	-0.152067	-0.989577	1
0.714286	1	1	-0.743341	0.508168	-0.832767	-0.14966	-0.871951	-0.777778	-0.144068	0.164114	-0.948936	-0.913257	-0.702857	-0.623188	-0.846154	-0.333333	0.0408163	0.0385965	0.671772	0.685535	0.129032	-0.79085	-0.590288	-0.688351	-0.701493	-0.446154	-0.648649	-0.486653	-0.100514	-0.928571	-1	-0.4	0.204589	0.432258	-0.415094	0.2	-0.902439	-0.883598	-0.922162	-0.983974	-0.588608	-0.191099	-0.243243	0.272727	-0.285714	-0.0292398	-0.427746	-0.658992	-0.874938	-0.077551	-0.40856	0.00291545	-0.566234	-0.422414	0.0232558	-0.999918	-0.8998	-1	-0.172414	-1	-0.897272	-0.353539	-0.752744	-0.692308	0.290206	-0.310708	-0.999882	1
0.685714	1	1	-0.801453	0.567415	-0.743032	-0.27551	-0.829268	-0.777778	0.152542	0.142232	-0.914894	-0.875614	-0.474286	-0.513043	-0.846154	-0.369792	0.0204082	0.0245614	0.741794	0.748428	0.0967742	-0.607843	-0.408194	-0.615734	-0.671642	-0.6	-0.689189	-0.663244	-0.190022	-0.885714	-0.983471	-0.2	0.304015	0.490323	-0.308176	0.0666667	-0.943089	-0.851852	-0.848649	-0.977564	-0.841772	0.0602094	0.216216	0.454545	0	-0.0643275	-0.306358	-0.662726	-0.907435	0.142857	-0.48249	0.329446	-0.672727	-0.37931	0.302326	-0.999918	-0.861723	-1	-0.172414	-1	-0.833483	-0.353539	-0.562219	-0.628205	0.290206	-0.310708	-0.999171	1
0.685714	1	1	-0.825666	0.457623	-0.709041	-0.0238095	-0.853659	-0.777778	-0.0847458	-0.0415755	-0.923404	-0.808511	-0.554286	-0.55942	-0.846154	-0.223958	-0.0204082	-0.0175439	0.295405	0.320755	0.0645161	-0.738562	-0.666161	-0.455371	-0.492537	-0.446154	-0.594595	-0.523614	-0.248716	-0.957143	-1	-0.696043	0.216061	0.619355	-0.578616	0.466667	-0.894309	-0.89418	-0.917838	-0.983974	-0.303797	-0.0863874	-0.281853	-0.0909091	-0.214286	-0.0760234	-0.271676	-0.678905	-0.924175	0.0122449	-0.361868	-0.329446	-0.501299	-0.514368	-0.232558	-0.999939	-0.847695	-1	-0.241379	-1	-0.954137	-0.353539	-0.756436	-0.576923	0.290206	-0.310708	-0.928834	1
