0.94743,-0.99004,0.99541,0.99941,0.99466,-0.94065,-0.99875,0.38832,-0.99644,-0.9972,1
0.94775,-0.99439,0.99589,0.99917,0.99509,-0.91094,-0.99332,-0.07386,-0.99667,-0.99114,1
0.94667,-0.99293,0.99504,0.99926,0.99356,-0.9687,-0.99862,0.10498,-0.99601,-0.99705,1
0.94769,-0.99622,0.99578,0.99882,0.99499,-0.7085,-0.99863,0.51546,-0.99711,-0.99712,1
0.94791,-0.98022,0.99347,0.99811,0.99494,-0.97855,-0.99332,0.064038,-0.99508,-0.99114,1
0.94819,-0.9954,0.99574,0.99919,0.99486,-0.99626,-0.99877,-0.86782,-0.99643,-0.99725,1
0.9477,-0.98022,0.99612,0.99811,0.99483,-0.9994,-0.99768,0.064038,-0.97178,-0.99616,1
0.9478,-0.98749,0.99603,0.99955,0.99513,-0.86959,-0.99865,0.70786,-0.99523,-0.99709,1
0.94758,-0.98822,0.99601,0.99945,0.9947,-0.81016,-0.99332,0.28588,-0.99583,-0.99114,1
0.94772,-0.98022,0.99598,0.99811,0.99499,-0.99006,-0.99861,0.064038,-0.99613,-0.997,1
0.94729,-0.99114,0.996,0.99929,0.99432,-0.86045,-0.99534,-0.32218,-0.99496,-0.99382,1
0.94732,-0.99297,0.99542,0.99927,0.99433,-0.90549,-0.99877,0.29004,-0.9956,-0.99725,1
0.94782,-0.98481,0.99599,0.99945,0.99506,-0.9496,-0.99835,0.0141,-0.9951,-0.99615,1
0.94771,-0.98022,0.99592,0.99811,0.99498,-0.96625,-0.99871,0.064038,-0.99648,-0.99708,1
0.94772,-0.98022,0.9959,0.99811,0.99497,-0.98558,-0.99865,0.064038,-0.99586,-0.99701,1
0.94765,-0.99302,0.99591,0.99928,0.99494,-0.77355,-0.99874,0.73564,-0.99652,-0.99722,1
0.94772,-0.98983,0.99586,0.99941,0.99499,-0.91288,-0.99876,0.31736,-0.99631,-0.99724,1
0.94784,-0.98542,0.99605,0.9996,0.99519,-0.87548,-0.99851,0.71606,-0.99369,-0.99697,1
0.9474,-0.99183,0.99593,0.99932,0.99434,-0.95061,-0.99846,0.19692,-0.99626,-0.99669,1
0.94775,-0.98022,0.99584,0.99811,0.99486,-0.99616,-0.99332,0.064038,-0.99546,-0.99114,1
0.94775,-0.98758,0.996,0.99943,0.99502,-0.92554,-0.99865,0.14518,-0.99522,-0.99702,1
0.94775,-0.98353,0.99599,0.99965,0.99495,-0.95906,-0.99868,0.8168,-0.99523,-0.99711,1
0.94756,-0.99128,0.99598,0.9993,0.99476,-0.91104,-0.99863,-0.155,-0.9958,-0.99693,1
0.94764,-0.98919,0.99553,0.99951,0.99487,-0.91611,-0.99868,0.79654,-0.99524,-0.99715,1
0.94705,-0.99044,0.99586,0.99941,0.99424,-0.90669,-0.99855,0.4677,-0.99682,-0.99677,1
0.94754,-0.99264,0.99583,0.99925,0.9948,-0.89281,-0.99876,-0.33604,-0.99678,-0.99722,1
0.9478,-0.76143,0.99612,0.99988,0.99483,-0.9994,-0.82024,0.74382,-0.9376,-0.81886,1
0.94765,-0.99589,0.99504,0.99887,0.99474,-0.88395,-0.99873,0.65608,-0.99802,-0.99716,1
0.94808,-0.99243,0.99603,0.99927,0.99497,-0.87096,-0.99835,-0.09656,-0.99465,-0.99679,1
0.94818,-0.96823,0.99608,0.99955,0.99486,-0.9994,-0.99842,0.06548,-0.99282,-0.99609,1
0.94807,-0.9817,0.99607,0.99954,0.99494,-0.98338,-0.99838,0.2615,-0.99401,-0.9965,1
0.94774,-0.98022,0.99591,0.99811,0.99494,-0.99352,-0.99828,0.064038,-0.98816,-0.99482,1
0.94771,-0.98022,0.99579,0.99811,0.99495,-0.99107,-0.99859,0.064038,-0.99407,-0.9949,1
0.94771,-0.98448,0.99597,0.99949,0.99496,-0.90579,-0.99848,0.20122,-0.99595,-0.99644,1
0.948,-0.78031,0.99622,0.99998,0.99489,-0.99794,-0.99877,1,-0.92571,-0.99725,1
0.94775,-0.99286,0.99593,0.99922,0.99499,-0.98388,-0.99857,-0.82936,-0.99279,-0.9963,1
0.94772,-0.98022,0.99592,0.99811,0.99496,-0.98298,-0.99877,0.064038,-0.99606,-0.99722,1
0.9468,-0.99637,0.99577,0.99888,0.99453,-0.77561,-0.99875,0.14866,-0.99697,-0.99723,1
0.94529,-0.99798,0.99479,0.99789,0.99276,-0.66695,-0.99865,0.59224,-0.99794,-0.99713,1
0.94752,-0.98022,0.9959,0.99811,0.99476,-0.94373,-0.99876,0.064038,-0.99665,-0.99723,1
0.94714,-0.99754,0.99577,0.99879,0.99429,-0.83788,-0.99795,-0.30968,-0.99645,-0.99642,1
0.94775,-0.98022,0.99572,0.99811,0.99505,-0.98519,-0.99332,0.064038,-0.993,-0.99114,1
